,name,type,study_title,group_id,study_type,description,has_placebo,has_drug,nums,trailings,trailings_stemmed,doses_obj,no_measure,units
192,Matched Controls for Incident Penile Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident penile cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
193,Incident Penile Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident penile cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
194,Matched Controls for Incident Penile Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident penile cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
195,Incident Penile Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident penile cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
196,Matched Controls for Incident Penile Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident penile cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
197,Incident Bladder Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident bladder cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
198,Matched Controls for Incident Bladder Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident bladder cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
199,Incident Bladder Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident bladder cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
200,Matched Controls for Incident Bladder Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident bladder cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
201,Incident Bladder Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident bladder cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
202,Matched Controls for Incident Bladder Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident bladder cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
203,Incident Bladder Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident bladder cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
204,Matched Controls for Incident Bladder Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident bladder cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
205,Incident Bladder Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident bladder cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
206,Matched Controls for Incident Bladder Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident bladder cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
207,Incident Other Nervous System Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident other nervous system cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
208,Matched Controls for Incident ONS Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident other nervous system cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
209,Incident Other Nervous System Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident other nervous system cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
210,Matched Controls for Incident ONS Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident other nervous system cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
211,Incident Other Nervous System Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident other nervous system cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
212,Matched Controls for Incident ONS Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident other nervous system cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
213,Incident Other Nervous System Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident other nervous system cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
214,Matched Controls for Incident ONS Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident other nervous system cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
215,Incident Other Nervous System Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident other nervous system cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
216,Matched Controls for Incident ONS Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident other nervous system cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
217,Incident Pancreatic Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident pancreatic cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
218,Matched Controls for Incident Pancreatic Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident pancreatic cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
219,Incident Pancreatic Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident pancreatic cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
220,Matched Controls for Incident Pancreatic Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident pancreatic cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
221,Incident Pancreatic Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident pancreatic cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
222,Matched Controls for Incident Pancreatic Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident pancreatic cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
223,Incident Pancreatic Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident pancreatic cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
224,Matched Controls for Incident Pancreatic Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident pancreatic cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
225,Incident Pancreatic Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident pancreatic cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
226,Matched Controls for Incident Pancreatic Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident pancreatic cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
227,Incident Renal Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident renal cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
228,Matched Controls for Incident Renal Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident renal cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
229,Incident Renal Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident renal cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
230,Matched Controls for Incident Renal Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident renal cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
231,Incident Renal Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident renal cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
232,Matched Controls for Incident Renal Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident renal cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
233,Incident Renal Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident renal cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
234,Matched Controls for Incident Renal Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident renal cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
235,Incident Renal Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG000,NA,patients with incident renal cancer defined from read/oxmis codes in the years 1995-2008,False,False,[1995],[['-2008']],[['-2008']],{},Unknown,{}
236,Matched Controls for Incident Renal Cancer Patients,primary,Risk of Cancer in Patients Exposed to Gabapentin in the GPRD,OG001,NA,"cancer-free control patients risk set matched with incident renal cancer patients for sex, age at cohort entry (within two years), calendar year of cohort entry (within one year), and general practice site",False,False,[],[],[],{},Unknown,{}
