,study_id,measure,type,conditions,single_condition,name,description
342,NCT02155257,Pain Intensity Rating,Primary,['Osteoarthritis'],Osteoarthritis,A Feasibility Study: Understanding and Altering Pain Expectations in Subjects With Osteoarthritis of the Knee or Hip,"Purpose and rationale for this study: Both chronic pain and disability after total knee replacement surgery are predicted by negative cognitive-affective state, characterized by depression, anxiety, and a cognitive style dominated by catastrophizing. How this negative state results in chronic pain and disability is not known, but we hypothesize that it causes dysfunction of the release of the neurotransmitter, norepinephrine in several regions of the brain, mid-brain, and spinal cord that are important to many processes involved in recovery from surgery.

Objectives: (1) Gabapentin and modafinil will increase resting pupil diameter with a moderate effect size in patients with osteoarthritis; (2) Expectations will modify pain experience with a moderate effect size in these patients

Methods: 30 subjects with moderate average daily pain from osteoarthritis of the knee or hip or healthy subjects will be recruited and will come to the clinical research unit at Wake Forest. Informed consent will be confirmed and they will complete the questionnaires. We will take a verbal medical and medication history and obtain blood pressure and heart rate measurements. Verbal pain intensity report (0-10 from no pain to worst pain imaginable) will be obtained from a 5 second heat stimuli, separated by 30 seconds, delivered to a nonpainful area of skin on the arm as described in preliminary data. During pain testing, study subjects will sit in a comfortable chair in a low-ambient light room with their head positioned on a chin rest for continuous recording of pupil diameter using a near infrared recording system as described in preliminary data. Pupil diameter and probe temperature will be passed through an analog to digital converter and acquired at 60 Hertz (Hz) for subsequent analysis.

Five sequences of test stimuli will be presented, with a brief break in between each sequence. The first sequence will consist of 7 stimuli, from 39⁰ to 51⁰ Celsius (C) in 2⁰C increments, in ascending order. Data from this training sequence will not be used for analysis. Sequences 2 and 3 will consist of 5, 5-second stimuli, presented in random order, to generate moderate (50⁰C) and mild (47⁰C) pain (random condition). Sequences 4 and 5 will also consist of random presentation of 5 stimuli at these temperatures, but with different auditory tones 6 s prior to stimulus onset to correctly cue the stimulus temperature (cued condition).

Subjects will then be randomized to receive oral gabapentin, 900 milligram (mg), modafinil, 200 mg, or placebo, followed 2 hours later by pain testing with pupillometry, consisting of different sequences. The random and cued paradigms will be presented twice each followed by a sequence with one miscue in the positive expectation for pain direction (signal for 50⁰C but deliver 47⁰C) and one in the negative expectation for pain direction. Subjects will provide verbal pain intensity scores after each stimulus."
343,NCT02155257,Cognitive Style,Primary,['Osteoarthritis'],Osteoarthritis,A Feasibility Study: Understanding and Altering Pain Expectations in Subjects With Osteoarthritis of the Knee or Hip,"Purpose and rationale for this study: Both chronic pain and disability after total knee replacement surgery are predicted by negative cognitive-affective state, characterized by depression, anxiety, and a cognitive style dominated by catastrophizing. How this negative state results in chronic pain and disability is not known, but we hypothesize that it causes dysfunction of the release of the neurotransmitter, norepinephrine in several regions of the brain, mid-brain, and spinal cord that are important to many processes involved in recovery from surgery.

Objectives: (1) Gabapentin and modafinil will increase resting pupil diameter with a moderate effect size in patients with osteoarthritis; (2) Expectations will modify pain experience with a moderate effect size in these patients

Methods: 30 subjects with moderate average daily pain from osteoarthritis of the knee or hip or healthy subjects will be recruited and will come to the clinical research unit at Wake Forest. Informed consent will be confirmed and they will complete the questionnaires. We will take a verbal medical and medication history and obtain blood pressure and heart rate measurements. Verbal pain intensity report (0-10 from no pain to worst pain imaginable) will be obtained from a 5 second heat stimuli, separated by 30 seconds, delivered to a nonpainful area of skin on the arm as described in preliminary data. During pain testing, study subjects will sit in a comfortable chair in a low-ambient light room with their head positioned on a chin rest for continuous recording of pupil diameter using a near infrared recording system as described in preliminary data. Pupil diameter and probe temperature will be passed through an analog to digital converter and acquired at 60 Hertz (Hz) for subsequent analysis.

Five sequences of test stimuli will be presented, with a brief break in between each sequence. The first sequence will consist of 7 stimuli, from 39⁰ to 51⁰ Celsius (C) in 2⁰C increments, in ascending order. Data from this training sequence will not be used for analysis. Sequences 2 and 3 will consist of 5, 5-second stimuli, presented in random order, to generate moderate (50⁰C) and mild (47⁰C) pain (random condition). Sequences 4 and 5 will also consist of random presentation of 5 stimuli at these temperatures, but with different auditory tones 6 s prior to stimulus onset to correctly cue the stimulus temperature (cued condition).

Subjects will then be randomized to receive oral gabapentin, 900 milligram (mg), modafinil, 200 mg, or placebo, followed 2 hours later by pain testing with pupillometry, consisting of different sequences. The random and cued paradigms will be presented twice each followed by a sequence with one miscue in the positive expectation for pain direction (signal for 50⁰C but deliver 47⁰C) and one in the negative expectation for pain direction. Subjects will provide verbal pain intensity scores after each stimulus."
344,NCT01868425,Opioid Consumption in the Immediate Postoperative Period,Primary,['Pain'],Pain,ACL Repair and Multimodal Analgesia,NA
345,NCT01868425,Pain Scores During Recovery,Secondary,['Pain'],Pain,ACL Repair and Multimodal Analgesia,NA
346,NCT01868425,Number of Participants Who Received Medication for Nausea,Secondary,['Pain'],Pain,ACL Repair and Multimodal Analgesia,NA
347,NCT01868425,Post-Operative Incidence of Nausea,Secondary,['Pain'],Pain,ACL Repair and Multimodal Analgesia,NA
348,NCT01868425,Post-Operative Nausea Scores,Secondary,['Pain'],Pain,ACL Repair and Multimodal Analgesia,NA
349,NCT01868425,Incidence of Post-Operative Pruritus,Secondary,['Pain'],Pain,ACL Repair and Multimodal Analgesia,NA
350,NCT01868425,Post-Operative Pruritis Score,Secondary,['Pain'],Pain,ACL Repair and Multimodal Analgesia,NA
351,NCT01868425,Sedation Scale,Secondary,['Pain'],Pain,ACL Repair and Multimodal Analgesia,NA
352,NCT01868425,Impact of Block Characteristics on Pain Control,Secondary,['Pain'],Pain,ACL Repair and Multimodal Analgesia,NA
353,NCT01868425,Intraoperative Medication Use: Ketorolac and Lidocaine,Secondary,['Pain'],Pain,ACL Repair and Multimodal Analgesia,NA
354,NCT01868425,Intraoperative Medication Use: Fentanyl,Secondary,['Pain'],Pain,ACL Repair and Multimodal Analgesia,NA
355,NCT01868425,Number of Participants With Complications From the Procedure,Secondary,['Pain'],Pain,ACL Repair and Multimodal Analgesia,NA
